startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,507,1,4,12,100,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
1905,B0G3AZBRXL,1905,B00156ODDT,3997,264.8,3.36666666666667,8,day 0,08:00,day 0,18:00,3019.472752,2,50
264,B0GKC6MA4E,264,B0FFFTQ4U7,2356,173.309,2.43333333333333,8,day 0,08:00,day 0,18:00,3019.472752,2,100
165,B0202173FW,165,B0FFKDRXE8,2257,346.225,4.46666666666667,10,day 0,08:00,day 0,18:00,3774.34094,2,100
1799,B0FFGTI293,1799,B0GDDXZDXN,3891,150.229,1.93333333333333,18,day 0,12:00,day 0,22:00,6793.813692,4,100
77,B0GUAXEBYM,77,B0FFHFSCFH,2169,113.84,1.68333333333333,17,day 0,12:00,day 0,22:00,6416.379598,2,100
1311,B020216GML,1311,B0FFHF2VI7,3403,132.438,2.21666666666667,22,day 0,12:00,day 0,22:00,8303.550068,2,50
1570,B0FFH4SOJP,1570,B0FFFTQ4U7,3662,165.052,2.18333333333333,15,day 0,12:00,day 0,22:00,5661.51141,2,50
398,B0FFLC9J93,398,B0FFJ1CPHP,2490,311.683,4.43333333333333,15,day 0,08:00,day 0,18:00,5661.51141,4,100
661,B0FFL9CGXN,661,B0FFGAIWAV,2753,245.631,3.23333333333333,21,day 0,12:00,day 0,22:00,7926.115974,4,50
1069,B00190CNHV,1069,B0FFHC9CJ8,3161,186.202,2.41666666666667,6,day 0,08:00,day 0,18:00,2264.604564,4,100
1293,B0FFF4HNKG,1293,B0IG9RDYYV,3385,198.374,2.75,17,day 0,08:00,day 0,18:00,6416.379598,2,50
548,B0FFFRS0IH,548,B00156GGDT,2640,306.101,3.83333333333333,9,day 0,12:00,day 0,22:00,3396.906846,4,50
1152,B0FFHLH9SB,1152,B0G2MKTPMP,3244,222.547,2.78333333333333,18,day 0,08:00,day 0,18:00,6793.813692,2,50
1863,B0H1TCJ4IO,1863,B02000JJN1,3955,201.648,2.73333333333333,21,day 0,08:00,day 0,18:00,7926.115974,4,100
856,B0G13KYBJL,856,B0FFI8WH5V,2948,228.09,2.81666666666667,19,day 0,12:00,day 0,22:00,7171.247786,4,50
1444,B0GUCU8FLD,1444,B0FFL7OZ0J,3536,162.306,2.23333333333333,9,day 0,12:00,day 0,22:00,3396.906846,4,50
1656,B0FFG0GSMW,1656,B0FFJRVTYE,3748,357.829,4.78333333333333,11,day 0,08:00,day 0,18:00,4151.775034,4,50
961,B0FFH1DRA5,961,B0FFHY6PN3,3053,217.556,2.5,7,day 0,08:00,day 0,18:00,2642.038658,2,50
1328,B0FFH1DRA5,1328,B0FFHF2VI7,3420,172.301,2.38333333333333,14,day 0,08:00,day 0,18:00,5284.077316,2,50
734,B0FFH1DRA5,734,B02000JJ21,2826,227.314,2.76666666666667,14,day 0,08:00,day 0,18:00,5284.077316,4,50
1702,B0GUCU8FLD,1702,B0FFJN8WFQ,3794,162.09,2.2,21,day 0,12:00,day 0,22:00,7926.115974,4,100
1317,B0FFHE4XO4,1317,B0FFH62FC9,3409,196.116,2.73333333333333,11,day 0,12:00,day 0,22:00,4151.775034,4,50
1119,B020216GML,1119,B0FFI9JCED,3211,240.03,3.26666666666667,20,day 0,12:00,day 0,22:00,7548.68188,2,50
1928,B0FFFRXR3L,1928,B0FFKDRXE8,4020,400.007,5.41666666666667,21,day 0,08:00,day 0,18:00,7926.115974,2,50
175,B0GKC6MA4E,175,B0FFFA2AO6,2267,297.535,3.85,16,day 0,08:00,day 0,18:00,6038.945504,4,50
47,B0G13KYBJL,47,B01FE15UUN,2139,221.432,2.66666666666667,17,day 0,08:00,day 0,18:00,6416.379598,4,50
1281,B0FFL9Q85P,1281,B0FFLCF954,3373,279.355,3.68333333333333,15,day 0,12:00,day 0,22:00,5661.51141,4,100
83,B0FFL9Q85P,83,B0FFHDQA5M,2175,228.472,2.73333333333333,18,day 0,08:00,day 0,18:00,6793.813692,2,50
1399,B0FFFRXR3L,1399,B02000JJ21,3491,283.272,3.96666666666667,11,day 0,12:00,day 0,22:00,4151.775034,4,50
655,B0FFJONTQ7,655,B0FFF4JOKL,2747,155.518,2.15,10,day 0,12:00,day 0,22:00,3774.34094,4,50
1276,B0HDRHT0UU,1276,B0FFHD3E8G,3368,249.766,3.13333333333333,8,day 0,12:00,day 0,22:00,3019.472752,4,100
269,B0FFFRXR3L,269,B0FFI9JCED,2361,335.851,4.6,18,day 0,08:00,day 0,18:00,6793.813692,4,100
1355,B0FFG9F43K,1355,B0G2MKTPMP,3447,152.031,1.96666666666667,16,day 0,08:00,day 0,18:00,6038.945504,2,100
43,B0FFIS83Q7,43,B0FFHDQA5M,2135,158.71,2.15,16,day 0,08:00,day 0,18:00,6038.945504,4,50
1207,B0FFG2575E,1207,B0FFLCF954,3299,240.119,3.23333333333333,7,day 0,12:00,day 0,22:00,2642.038658,4,50
1814,B0H1TCJ4IO,1814,B0FFHY6PN3,3906,180.092,2.38333333333333,14,day 0,08:00,day 0,18:00,5284.077316,2,50
440,B0FFGTI293,440,B0FFGAIWAV,2532,155.294,2.06666666666667,7,day 0,12:00,day 0,22:00,2642.038658,2,50
804,B0FFF4HNKG,804,B01FE0J0V7,2896,122.501,1.76666666666667,13,day 0,08:00,day 0,18:00,4906.643222,4,100
1681,B0H1TCJ4IO,1681,B0FFF4JOKL,3773,231.807,3.15,9,day 0,08:00,day 0,18:00,3396.906846,2,50
613,B0FFH70JG8,613,B0FFHC9CJ8,2705,207.26,2.63333333333333,19,day 0,12:00,day 0,22:00,7171.247786,4,100
1806,B0H1TCJ4IO,1806,B0FFFU612V,3898,126.885,1.71666666666667,16,day 0,08:00,day 0,18:00,6038.945504,2,100
1341,B0FFK83QI3,1341,B0FFHDQA5M,3433,217.657,2.58333333333333,18,day 0,08:00,day 0,18:00,6793.813692,4,100
808,B0FFHXJXZR,808,B0FFL37B6B,2900,193.701,2.45,8,day 0,08:00,day 0,18:00,3019.472752,4,50
1414,B0FFHLH9SB,1414,B0FFHF2VI7,3506,108.648,1.76666666666667,20,day 0,08:00,day 0,18:00,7548.68188,4,100
2017,B0202173FW,2017,B0IG9RDYYV,4109,235.763,3.03333333333333,8,day 0,12:00,day 0,22:00,3019.472752,2,100
1761,B0FFH4SOJP,1761,B0FFH0WGKS,3853,215.718,2.7,10,day 0,12:00,day 0,22:00,3774.34094,2,100
334,B0GKC6MA4E,334,B0FFJ1CPHP,2426,263.817,3.35,11,day 0,12:00,day 0,22:00,4151.775034,2,100
94,B01FE0J0V7,94,B0FFJ1CPHP,2186,144.781,1.88333333333333,16,day 0,12:00,day 0,22:00,6038.945504,2,100
1955,B0FFH70JG8,1955,B0FFHDQA5M,4047,242.061,2.73333333333333,16,day 0,12:00,day 0,22:00,6038.945504,2,100
1499,B0FFH3869T,1499,B0FFGZQ43R,3591,166.178,2.2,17,day 0,12:00,day 0,22:00,6416.379598,2,100
1164,B0202173FW,1164,B0FFGJ1NAK,3256,216.89,2.76666666666667,17,day 0,12:00,day 0,22:00,6416.379598,2,50
755,B0FFLC9J93,755,B0FFHJD9U9,2847,203.924,2.51666666666667,6,day 0,08:00,day 0,18:00,2264.604564,4,100
259,B0FFFRS0IH,259,B0FFHNXOVT,2351,259.197,3.08333333333333,12,day 0,12:00,day 0,22:00,4529.209128,4,100
1265,B0202150WR,1265,B01FE0J0V7,3357,117.654,1.65,6,day 0,12:00,day 0,22:00,2264.604564,2,50
2055,B0FFG0GSMW,2055,B0FFFA2AO6,4147,352.885,4.8,19,day 0,08:00,day 0,18:00,7171.247786,4,50
1285,B0FFHCRHH3,1285,B0FFH62FC9,3377,186.979,2.41666666666667,12,day 0,08:00,day 0,18:00,4529.209128,4,100
2011,B0G3AZBRXL,2011,B0FFJN8WFQ,4103,168.796,2.41666666666667,8,day 0,08:00,day 0,18:00,3019.472752,2,100
1825,B0FFH4SOJP,1825,B0FFKSVI1S,3917,297.122,3.56666666666667,11,day 0,08:00,day 0,18:00,4151.775034,4,100
1756,B0G3AZBRXL,1756,B0FFFOM198,3848,183.5,2.61666666666667,7,day 0,08:00,day 0,18:00,2642.038658,4,100
95,B0FFGYNGHQ,95,B0FFKDRXE8,2187,227.463,2.96666666666667,8,day 0,08:00,day 0,18:00,3019.472752,4,50
525,B0FFL9CGXN,525,B0FFFU612V,2617,147.104,2.13333333333333,16,day 0,08:00,day 0,18:00,6038.945504,2,100
2003,B0FFH4SOJP,2003,B01FE15XQH,4095,153.068,1.93333333333333,20,day 0,12:00,day 0,22:00,7548.68188,4,100
1139,B01FE15UUN,1139,B0G2MKTPMP,3231,132.936,1.75,18,day 0,08:00,day 0,18:00,6793.813692,2,50
1789,B0G0ZLYTOF,1789,B0G2MKTPMP,3881,274.839,3.7,17,day 0,12:00,day 0,22:00,6416.379598,2,50
744,B0FFK4CQ2L,744,B0FFKDRXE8,2836,220.7,3,19,day 0,12:00,day 0,22:00,7171.247786,4,50
331,B0FFGTI293,331,B0FFKZGWZ9,2423,153.419,2.11666666666667,8,day 0,12:00,day 0,22:00,3019.472752,4,100
1325,B0202150WR,1325,B01FE15UUN,3417,151.392,2.11666666666667,22,day 0,08:00,day 0,18:00,8303.550068,2,50
1876,B0G1AO0IBH,1876,B01FE15XQH,3968,151.388,1.91666666666667,13,day 0,08:00,day 0,18:00,4906.643222,2,50
1225,B0GUAXEBYM,1225,B0FFHY6PN3,3317,107.798,1.56666666666667,11,day 0,12:00,day 0,22:00,4151.775034,4,50
459,B00190CNHV,459,B0FFG94S3Z,2551,310.24,3.75,13,day 0,12:00,day 0,22:00,4906.643222,2,50
1082,B0FFF4HNKG,1082,B0FFFA2AO6,3174,262.12,3.5,17,day 0,08:00,day 0,18:00,6416.379598,2,50
1156,B0FFK4CQ2L,1156,B0G2MKTPMP,3248,162.85,2.18333333333333,15,day 0,08:00,day 0,18:00,5661.51141,4,50
38,B01FE0J0V7,38,B0FFG94S3Z,2130,169.63,2.23333333333333,12,day 0,08:00,day 0,18:00,4529.209128,4,100
193,B0FFK4CQ2L,193,B0FFJ1CPHP,2285,152.442,2.15,11,day 0,12:00,day 0,22:00,4151.775034,2,100
1877,B0H1TCJ4IO,1877,B02001C3PG,3969,147.469,2.35,20,day 0,08:00,day 0,18:00,7548.68188,4,100
2,B0FFH1DRA5,2,B0FFI9JCED,2094,279.893,3.33333333333333,12,day 0,12:00,day 0,22:00,4529.209128,4,100
1497,B0FFG2575E,1497,B0FFJRVTYE,3589,259.33,3.15,12,day 0,12:00,day 0,22:00,4529.209128,4,100
346,B0GKC6MA4E,346,B0FFH61OBO,2438,254.946,3.28333333333333,13,day 0,12:00,day 0,22:00,4906.643222,4,100
1116,B0FFLC9J93,1116,B0FFG94S3Z,3208,358.831,4.15,9,day 0,08:00,day 0,18:00,3396.906846,4,100
1374,B0202173FW,1374,B0FFHC9CJ8,3466,199.558,2.8,8,day 0,12:00,day 0,22:00,3019.472752,2,100
1854,B0202173FW,1854,B0GDDXZDXN,3946,253.469,3.15,11,day 0,08:00,day 0,18:00,4151.775034,2,50
1604,B0202173FW,1604,B0FFHF2VI7,3696,174.477,2.53333333333333,9,day 0,08:00,day 0,18:00,3396.906846,2,100
912,B0GUAXEBYM,912,B0FFH61OBO,3004,133.642,1.73333333333333,16,day 0,12:00,day 0,22:00,6038.945504,2,50
1412,B0FFFRXR3L,1412,B0G2MKTPMP,3504,342.158,4.58333333333333,15,day 0,08:00,day 0,18:00,5661.51141,4,100
715,B01FE0J0V7,715,B0FFGIBTXI,2807,126.402,1.78333333333333,15,day 0,08:00,day 0,18:00,5661.51141,2,50
2001,B0FFH4SOJP,2001,B0FFGAIWAV,4093,236.126,2.78333333333333,17,day 0,08:00,day 0,18:00,6416.379598,4,50
41,B0FFH1DRA5,41,B0FFG94S3Z,2133,313.782,3.65,6,day 0,08:00,day 0,18:00,2264.604564,4,100
964,B0G0ZLYTOF,964,B0FFHJD9U9,3056,147.514,2.4,7,day 0,12:00,day 0,22:00,2642.038658,4,50
660,B0G0ZLYTOF,660,B0FFH61OBO,2752,243.383,3.4,8,day 0,08:00,day 0,18:00,3019.472752,2,50
760,B0FFHJD9U9,760,B0FFGAIWAV,2852,103.1,1.55,9,day 0,12:00,day 0,22:00,3396.906846,2,100
1779,B0FFF8Z69A,1779,B0GDDXZDXN,3871,154.15,2.11666666666667,20,day 0,08:00,day 0,18:00,7548.68188,2,100
1677,B0FFG2575E,1677,B0FFGO36Q6,3769,282.55,3.51666666666667,14,day 0,08:00,day 0,18:00,5284.077316,4,100
1679,B0FFH3869T,1679,B0FFH0WGKS,3771,231.302,2.85,9,day 0,08:00,day 0,18:00,3396.906846,4,100
1199,B01FE0J0V7,1199,B0FFH62FC9,3291,166.817,2.21666666666667,18,day 0,08:00,day 0,18:00,6793.813692,2,100
1458,B0FFHJD9U9,1458,B0I6TYMZJG,3550,111.24,1.53333333333333,8,day 0,08:00,day 0,18:00,3019.472752,4,50
1309,B0G0NZW2VU,1309,B0FFFA2AO6,3401,288.368,3.58333333333333,18,day 0,08:00,day 0,18:00,6793.813692,2,50
1528,B020215DUP,1528,B0FFH6WPC3,3620,285.978,3.75,19,day 0,12:00,day 0,22:00,7171.247786,4,100
1118,B0FFITJD3C,1118,B0FFGPRVIT,3210,128.136,1.76666666666667,12,day 0,08:00,day 0,18:00,4529.209128,2,50
1182,B0FFH3869T,1182,B0FFGPRVIT,3274,287.206,3.51666666666667,6,day 0,12:00,day 0,22:00,2264.604564,4,50
884,B0FFFRS0IH,884,B0FFH62FC9,2976,300.692,3.63333333333333,17,day 0,12:00,day 0,22:00,6416.379598,4,50
606,B0FFK7ZQFN,606,B0FFHNXOVT,2698,126.397,1.7,10,day 0,12:00,day 0,22:00,3774.34094,4,50
562,B0GKC6MA4E,562,B0FFHJD9U9,2654,159.077,2.13333333333333,11,day 0,12:00,day 0,22:00,4151.775034,2,100
1433,B0FFG2575E,1433,B0FFFU612V,3525,114.884,1.51666666666667,15,day 0,08:00,day 0,18:00,5661.51141,4,100
1461,B0G1AO0IBH,1461,B00156GGDT,3553,294.466,3.65,20,day 0,12:00,day 0,22:00,7548.68188,4,100
585,B00190CNHV,585,B0FFI8WH5V,2677,203.316,2.6,20,day 0,08:00,day 0,18:00,7548.68188,4,50
318,B0FFF8Z69A,318,B0FFGO36Q6,2410,228.354,3.11666666666667,9,day 0,12:00,day 0,22:00,3396.906846,4,100
1827,B0G1AO0IBH,1827,B0FFI9JCED,3919,257.981,3.11666666666667,12,day 0,08:00,day 0,18:00,4529.209128,4,50
13,B0FFLC9J93,13,B0FFKZGWZ9,2105,290.245,3.88333333333333,16,day 0,12:00,day 0,22:00,6038.945504,2,50
159,B0FFGYNGHQ,159,B0FFFA2AO6,2251,180.746,2.35,14,day 0,12:00,day 0,22:00,5284.077316,2,50
873,B0FFHCRHH3,873,B0FFJ1CPHP,2965,151.931,2.06666666666667,12,day 0,08:00,day 0,18:00,4529.209128,2,100
1447,B0FFH70JG8,1447,B0FFHF2VI7,3539,182.179,2.46666666666667,12,day 0,08:00,day 0,18:00,4529.209128,2,50
1045,B0FFH3869T,1045,B0FFF4JOKL,3137,251.554,3.15,17,day 0,08:00,day 0,18:00,6416.379598,4,100
1003,B0FFFRXR3L,1003,B0FFFOM198,3095,260.001,3.83333333333333,20,day 0,08:00,day 0,18:00,7548.68188,4,50
1895,B0FFH4SOJP,1895,B0FFH62FC9,3987,296.736,3.3,18,day 0,08:00,day 0,18:00,6793.813692,2,100
270,B0FFG0GSMW,270,B0FFF4JOKL,2362,318.305,4.41666666666667,9,day 0,12:00,day 0,22:00,3396.906846,4,100
1287,B0FFL9CGXN,1287,B0FFKDRXE8,3379,333.323,4.35,16,day 0,08:00,day 0,18:00,6038.945504,2,50
1632,B0G3AZBRXL,1632,B0FFF4JOKL,3724,242.21,3.16666666666667,6,day 0,12:00,day 0,22:00,2264.604564,4,50
1431,B0FFH70JG8,1431,B0FFITJD3C,3523,207.224,3.03333333333333,18,day 0,12:00,day 0,22:00,6793.813692,4,100
1295,B0FFHLH9SB,1295,B0FFK7ZQFN,3387,118.034,1.63333333333333,21,day 0,08:00,day 0,18:00,7926.115974,2,100
1006,B0G0ZLYTOF,1006,B02000JJ21,3098,215.953,3.15,13,day 0,12:00,day 0,22:00,4906.643222,4,50
1289,B0FFH70JG8,1289,B02001C3PG,3381,209.291,2.46666666666667,21,day 0,08:00,day 0,18:00,7926.115974,4,100
803,B0G13KYBJL,803,B0FFGAIWAV,2895,277.59,3.31666666666667,12,day 0,08:00,day 0,18:00,4529.209128,2,100
1300,B0FFK4CQ2L,1300,B00156ODDT,3392,161.993,2.2,12,day 0,08:00,day 0,18:00,4529.209128,2,100
1832,B0FFHXJXZR,1832,B0FFGZQ43R,3924,116.047,1.6,17,day 0,12:00,day 0,22:00,6416.379598,2,50
