startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,445,1,4,12,50,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
302,B0G0NZW2VU,302,B0FFITJD3C,2394,188.381,3.05,21,day 0,08:00,day 0,18:00,7926.115974,2,50
367,B0FFGYNGHQ,367,B0FFKZGWZ9,2459,137.767,1.9,16,day 0,12:00,day 0,22:00,6038.945504,4,50
2023,B0FFG2575E,2023,B0FFJ1CPHP,4115,232.974,2.85,11,day 0,08:00,day 0,18:00,4151.775034,4,50
1776,B0FFHXJXZR,1776,B0FFJN8WFQ,3868,114.242,1.53333333333333,14,day 0,08:00,day 0,18:00,5284.077316,4,50
894,B0FFL9CGXN,894,B0FFKZGWZ9,2986,243.756,3.48333333333333,11,day 0,08:00,day 0,18:00,4151.775034,2,50
1996,B0G1AO0IBH,1996,B0FFHF2VI7,4088,150.389,2.15,16,day 0,12:00,day 0,22:00,6038.945504,2,100
1386,B0FFH3869T,1386,B00156ODDT,3478,274.144,3.35,12,day 0,12:00,day 0,22:00,4529.209128,4,50
593,B0FFF8Z69A,593,B0FFHNXOVT,2685,172.331,2.35,21,day 0,08:00,day 0,18:00,7926.115974,4,100
104,B0FFIS83Q7,104,B02000JJ21,2196,153.841,2.16666666666667,17,day 0,08:00,day 0,18:00,6416.379598,2,100
1122,B0FFIS83Q7,1122,B00156ODDT,3214,211.87,2.86666666666667,21,day 0,08:00,day 0,18:00,7926.115974,4,50
1429,B0GKC6MA4E,1429,B0IG9RDYYV,3521,233.789,3.08333333333333,20,day 0,12:00,day 0,22:00,7548.68188,2,50
1215,B0FFFRXR3L,1215,B0FFGAIWAV,3307,312.316,4.23333333333333,12,day 0,08:00,day 0,18:00,4529.209128,4,50
1340,B0FFL9Q85P,1340,B0FFFA2AO6,3432,293.622,3.51666666666667,22,day 0,08:00,day 0,18:00,8303.550068,2,50
1481,B0H1TCJ4IO,1481,B0FFHNXOVT,3573,238.528,3.15,18,day 0,08:00,day 0,18:00,6793.813692,2,100
188,B0FFK83QI3,188,B0IG9RDYYV,2280,219.061,2.55,8,day 0,12:00,day 0,22:00,3019.472752,4,50
1582,B0GKC6MA4E,1582,B0FFJN8WFQ,3674,189.541,2.65,16,day 0,12:00,day 0,22:00,6038.945504,2,100
1175,B00190CNHV,1175,B0FFK7ZQFN,3267,178.016,2.23333333333333,14,day 0,08:00,day 0,18:00,5284.077316,4,50
798,B0G13KYBJL,798,B0FFHY6PN3,2890,238.788,2.83333333333333,20,day 0,08:00,day 0,18:00,7548.68188,2,50
552,B0FFFRS0IH,552,B00156D6K6,2644,310.186,3.76666666666667,18,day 0,12:00,day 0,22:00,6793.813692,2,100
493,B0FFFU612V,493,B0FFJ1CPHP,2585,130.251,1.86666666666667,10,day 0,08:00,day 0,18:00,3774.34094,4,100
760,B0FFHJD9U9,760,B0FFGAIWAV,2852,103.1,1.55,9,day 0,12:00,day 0,22:00,3396.906846,2,100
2034,B0FFH70JG8,2034,B0FFH62FC9,4126,320.847,3.73333333333333,12,day 0,08:00,day 0,18:00,4529.209128,2,100
1869,B020215DUP,1869,B0IGCZC15I,3961,238.283,3.06666666666667,18,day 0,12:00,day 0,22:00,6793.813692,2,100
1814,B0H1TCJ4IO,1814,B0FFHY6PN3,3906,180.092,2.38333333333333,14,day 0,08:00,day 0,18:00,5284.077316,2,50
1049,B0FFF4HNKG,1049,B0FFH6WPC3,3141,274.506,3.68333333333333,12,day 0,08:00,day 0,18:00,4529.209128,2,100
1864,B0GUAXEBYM,1864,B00156ODDT,3956,164.241,2.06666666666667,6,day 0,12:00,day 0,22:00,2264.604564,2,50
1942,B0GUCU8FLD,1942,B0FFGZQ43R,4034,150.128,2.05,13,day 0,08:00,day 0,18:00,4906.643222,4,50
