startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,324,1,4,12,100,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
1769,B0G0ZLYTOF,1769,B02000JJN1,3861,221.233,3.16666666666667,15,day 0,08:00,day 0,18:00,5661.51141,4,50
867,B0G0NZW2VU,867,B0FFH6WPC3,2959,292.436,3.48333333333333,10,day 0,08:00,day 0,18:00,3774.34094,4,50
1325,B0202150WR,1325,B01FE15UUN,3417,151.392,2.11666666666667,22,day 0,08:00,day 0,18:00,8303.550068,2,50
264,B0GKC6MA4E,264,B0FFFTQ4U7,2356,173.309,2.43333333333333,8,day 0,08:00,day 0,18:00,3019.472752,2,100
1114,B0FFG9F43K,1114,B0FFGPRVIT,3206,164.236,2.15,20,day 0,08:00,day 0,18:00,7548.68188,4,50
1008,B0G0ZLYTOF,1008,B0IG9RDYYV,3100,222.226,3.18333333333333,12,day 0,12:00,day 0,22:00,4529.209128,2,50
1512,B0FFK7ZQFN,1512,B0IGCZC15I,3604,118.454,1.6,19,day 0,12:00,day 0,22:00,7171.247786,2,50
1319,B0FFHLH9SB,1319,B0FFITJD3C,3411,133.693,2.4,7,day 0,08:00,day 0,18:00,2642.038658,4,50
1267,B0202173FW,1267,B0FFH62FC9,3359,313.145,4,6,day 0,08:00,day 0,18:00,2264.604564,2,50
1269,B0FFHLH9SB,1269,B0FFH61OBO,3361,191.091,2.45,19,day 0,08:00,day 0,18:00,7171.247786,4,100
1401,B0FFH1DRA5,1401,B0G2MKTPMP,3493,286.2,3.3,14,day 0,12:00,day 0,22:00,5284.077316,4,100
1359,B0202150WR,1359,B0FFG94S3Z,3451,273.722,3.55,7,day 0,08:00,day 0,18:00,2642.038658,2,50
193,B0FFK4CQ2L,193,B0FFJ1CPHP,2285,152.442,2.15,11,day 0,12:00,day 0,22:00,4151.775034,2,100
172,B0FFGYNGHQ,172,B0FFL37B6B,2264,143.963,1.98333333333333,16,day 0,12:00,day 0,22:00,6038.945504,2,50
1881,B0G1AO0IBH,1881,B0FFH62FC9,3973,280.764,3.08333333333333,14,day 0,12:00,day 0,22:00,5284.077316,4,50
