inst_name, NUM, numV, numE, LIFO, maxOrders, timelimit, radius, stop, OriginCost, NUM_enum, Two_enum, Three_enum, Four_enum, TIME_enum, TIME_exact, LTL_enum, MSTL2_enum, MSTL3_enum, MSTL4_enum, COST_enum, impr_enum, bundle_enum, delayOrder_enum, delayTime_avg_enum, delayTime_sd_enum, epsilon_exact, MAXDEV_exact, instb_exact, SAVE_avg_exact, SAVE_sd_exact, NUM_LCS, Two_LCS, Three_LCS, Four_LCS, TIME_LCS, ITER_LCS, ITER_SP, LTL_LCS, MSTL2_LCS, MSTL3_LCS, MSTL4_LCS, COST_LCS, impr_LCS, gap_LCS, bundle_LCS, delayOrder_LCS, delayTime_avg_LCS, delayTime_sd_LCS, epsilon_LCS, MAXDEV_LCS, instb_LCS, SAVE_avg_LCS, SAVE_sd_LCS, epsilon_PR, MAXDEV_PR, instb_PR, SAVE_avg_PR, SAVE_sd_PR, epsilon_DR, MAXDEV_DR, instb_DR, SAVE_avg_DR, SAVE_sd_DR
inst_ZJ_1600_1,1600,3202,4612308,TRUE,4,12,100,500,2.12E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18331,13432,3260,39,56.71963333,176,25000,239,536,95,1,1.21E+07,42.93993479,0,85.0625,34,0.429901961,0.406363097,14.28986487,0.203697448,8.188314876,50.01342067,22.05676309,6346.7027,48.37725064,17.6313349,49.71375536,17.4313018,964.1824195,7.645518223,0.785554525,50.15584558,22.36042465
inst_ZJ_1600_2,1600,3202,4591852,TRUE,4,12,100,500,2.13E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17797,13282,2876,39,62.81361667,171,28958,255,550,79,2,1.23E+07,42.30004003,0,84.0625,34,0.599019608,0.421855393,14.80174344,0.210994113,8.39467326,49.61518101,22.54265413,4916.071592,61.07354301,18.16598303,49.1145147,17.87435777,1878.287585,11.04725587,0.629319548,49.78079825,22.7755852
inst_ZJ_1600_3,1600,3202,4633142,TRUE,4,12,100,500,2.14E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18195,13811,2751,33,41.71493333,173,25000,217,568,81,1,1.21E+07,43.51256838,0,86.4375,47,0.508865248,0.405306752,9.213136739,0.129719371,8.276999176,50.06660631,21.80999387,5225.58045,73.30896683,18.22478703,49.45154579,17.27604578,195.2710033,1.588455855,0.890354493,50.28192871,22.06959268
inst_ZJ_1600_4,1600,3202,4617628,TRUE,4,12,100,500,2.12E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18675,13891,3159,25,42.98435,178,25000,262,528,94,0,1.20E+07,43.3541996,0,83.625,39,0.554273504,0.494290766,6.806380831,0.096529074,7.914323963,51.33509917,21.9950292,7127.709502,57.45787825,18.05087015,50.76132634,17.30041031,285.1568722,2.12988924,0.471218206,51.41127282,22.26730317
inst_ZJ_1600_5,1600,3202,4606805,TRUE,4,12,100,500,2.11E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18750,14030,3064,56,44.53765,180,25000,253,535,91,1,1.20E+07,43.08200361,0,84.1875,44,0.589772727,0.580933223,8.55540616,0.121954575,8.112,49.9801554,22.08020189,6711.318033,55.77018031,17.72266667,49.77976917,17.78855557,877.4727,4.876410952,0.666666667,50.13571792,22.42637794
inst_ZJ_2000_1,2000,4002,7197552,TRUE,4,12,100,500,2.65E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24714,18922,3758,34,63.87805,235,34544,297,679,115,0,1.51E+07,43.16794398,0,85.15,51,0.338562092,0.374202711,4.636884612,0.066097305,7.562515174,49.75796168,21.27508909,5840.978647,54.30823643,17.97361819,49.55832745,17.28883965,367.7258563,3.185992572,0.493647325,49.88281145,21.51090982
inst_ZJ_2000_2,2000,4002,7216382,TRUE,4,12,100,500,2.65E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25720,19243,4404,73,64.41486667,244,31345,305,664,121,1,1.51E+07,43.24295637,0,84.75,45,0.44,0.345705982,14.40441343,0.205330301,7.356143079,50.26805279,21.91159366,6993.36845,65.11192707,18.07542768,50.04426824,17.30114411,1594.1247,9.226550825,0.874805599,50.43368238,22.10837092
inst_ZJ_2000_3,2000,4002,7226415,TRUE,4,12,100,500,2.68E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26018,20104,3859,55,61.0657,247,56716,287,699,105,0,1.51E+07,43.71150665,0,85.65,43,0.330620155,0.32942009,7.940739726,0.112616715,7.025905143,50.11828689,21.59146359,6523.129474,56.21016926,17.26112691,49.88120564,17.29454217,949.509935,5.032974703,0.330540395,50.23691681,21.78241282
inst_ZJ_2000_4,2000,4002,7191090,TRUE,4,12,100,500,2.66E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25502,19139,4319,44,60.29563333,240,90615,296,684,112,0,1.50E+07,43.58599125,0,85.2,47,0.510283688,0.435384682,16.22847714,0.230154602,7.438632264,50.53168861,21.76037253,7512.914105,65.45947291,18.59462003,50.19901879,17.09136178,2486.28376,19.71507405,0.603874206,50.77984937,21.91678784
inst_ZJ_2000_5,2000,4002,7224990,TRUE,4,12,100,500,2.66E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25225,18958,4196,71,62.52925,239,63919,307,671,117,0,1.50E+07,43.55775593,0,84.65,42,0.443650794,0.469387428,20.7092977,0.293702245,7.452923687,51.10225269,21.43067972,6993.36845,63.30692495,16.89593657,50.47701529,16.59598063,2120.7447,12.66043677,0.693756194,51.1654656,21.737825
