inst_name, NUM, numV, numE, LIFO, maxOrders, timelimit, radius, stop, OriginCost, NUM_enum, Two_enum, Three_enum, Four_enum, TIME_enum, TIME_exact, LTL_enum, MSTL2_enum, MSTL3_enum, MSTL4_enum, COST_enum, impr_enum, bundle_enum, delayOrder_enum, delayTime_avg_enum, delayTime_sd_enum, epsilon_exact, MAXDEV_exact, instb_exact, SAVE_avg_exact, SAVE_sd_exact, NUM_LCS, Two_LCS, Three_LCS, Four_LCS, TIME_LCS, ITER_LCS, ITER_SP, LTL_LCS, MSTL2_LCS, MSTL3_LCS, MSTL4_LCS, COST_LCS, impr_LCS, gap_LCS, bundle_LCS, delayOrder_LCS, delayTime_avg_LCS, delayTime_sd_LCS, epsilon_LCS, MAXDEV_LCS, instb_LCS, SAVE_avg_LCS, SAVE_sd_LCS, epsilon_PR, MAXDEV_PR, instb_PR, SAVE_avg_PR, SAVE_sd_PR, epsilon_DR, MAXDEV_DR, instb_DR, SAVE_avg_DR, SAVE_sd_DR
inst_JS_1200_1,1200,2402,1971106,true,4,12.0,50.0,500.0,6354480.406584001,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4930,2276,1408,46,13.659383333333333,44,25000,618,192,66,0,5643997.844368008,11.180812855758408,0.0,48.5,8,0.5395833333333346,0.42002810752509323,1.5289345291857899,0.02168578419921199,12.880324543610548,23.34398961072757,17.646998248019898,1853.4854545454546,22.760493889633896,17.7079107505071,22.304277214190382,10.71426914188928,151.29350472244369,1.9016612248385931,0.4056795131845842,23.34182619887102,18.156675660123355
inst_JS_1200_2,1200,2402,1963311,true,4,12.0,50.0,500.0,6308810.881210007,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5150,2252,1634,64,21.008733333333332,53,25000,629,191,63,0,5628579.050051332,10.782251108281889,0.0,47.583333333333336,3,0.16111111111110907,0.0822147143719389,6.300250042037078,0.0897750304514505,12.407766990291263,22.586574496590007,16.83072317073875,2048.185575757576,24.955108946443683,17.78640776699029,21.71909094155815,9.686890334293032,362.6396655204371,3.7782442933542795,1.4174757281553398,22.604940781845613,17.049632793794846
inst_JS_1200_3,1200,2402,1970202,true,4,12.0,50.0,500.0,6349196.329268001,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5164,2474,1451,39,5.3166166666666665,48,25000,602,206,62,0,5622839.147800662,11.44014366226223,0.0,49.833333333333336,2,0.0833333333333286,0.023570226039550245,8.596464678612392,0.12259332587882318,12.432223082881487,22.98351803965242,18.277986911426,1852.1439999999984,22.18400472107734,17.31216111541441,21.951121788134465,10.886017931667277,387.43637600000056,5.393480765429275,1.471727343144849,23.019697187724436,18.706734005141
inst_JS_1200_4,1200,2402,1965781,true,4,12.0,50.0,500.0,6446574.325520014,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4776,2215,1331,30,6.891866666666667,49,25000,625,208,53,0,5751589.4201253345,10.780685528489874,0.0,47.916666666666664,7,0.6928571428571425,0.789447600051778,9.33656089586475,0.13180903091540816,12.77219430485762,23.090713043709577,17.815753104721388,2271.3166975757576,27.746355943998992,17.567001675041876,21.866713244205872,10.388904074047925,1065.457316,13.864404672055631,0.8165829145728644,23.174782339833804,18.422078342939887
inst_JS_1200_5,1200,2402,1969160,true,4,12.0,50.0,500.0,6349573.76336201,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4920,2332,1352,36,9.677966666666666,45,25000,639,192,59,0,5642875.103885334,11.129859827039619,0.0,46.75,5,0.303333333333331,0.2125898502855784,9.134400569510035,0.13016008631609555,12.90650406504065,23.875592393690905,17.51634852227645,2012.3545454545438,25.016110772291107,18.495934959349594,22.981517906769103,10.232114549887488,688.0232219999998,8.640446751276556,0.975609756097561,23.941073028877977,18.25856900947125
inst_JS_1400_1,1400,2802,2682082,true,4,12.0,50.0,500.0,7424506.063074005,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319,3028,1851,40,15.226883333333335,61,25000,732,239,62,1,6583094.271360663,11.332899246969815,0.0,47.714285714285715,7,0.46666666666666906,0.5701689158421308,6.497370192022572,0.09265834864504369,12.10634594081342,23.43252883713874,16.98042771265693,1886.3216944848482,23.47684967244725,18.863744263332805,22.593662746360778,10.255530219916775,345.5801477853711,4.313185023119439,1.3609748377907898,23.395913036566917,16.913412100525477
inst_JS_1400_2,1400,2802,2682247,true,4,12.0,50.0,500.0,7378459.103606022,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6614,3163,2001,50,24.44771666666667,63,25000,699,235,77,0,6503051.523556674,11.864368532198224,0.0,50.07142857142857,5,0.6866666666666653,0.9129013576991165,4.984012931017787,0.07107651159860498,11.808285455095252,23.706648462439762,17.604936202151933,2328.6282374545463,26.151315944119414,18.672512851527063,22.72662233980812,10.161644830409644,495.61550400000124,5.299442314231286,1.2246749319625039,23.733626998648504,18.245567175433315
inst_JS_1400_3,1400,2802,2672483,true,4,12.0,50.0,500.0,7415070.210724,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6568,3068,2022,78,21.004,64,25000,679,230,87,0,6530737.504002,11.926154191271701,0.0,51.5,5,0.5733333333333335,0.6574994719051493,3.5852746290402138,0.050881085451475315,12.195493300852618,23.498000513028,18.056951111753296,1899.4573384242412,23.047656449772145,18.925091352009744,22.593418340881573,10.548526263378399,159.0016354545478,1.7772933046422403,0.989646772228989,23.656695330070853,18.67014144846369
inst_JS_1400_4,1400,2802,2683622,true,4,12.0,50.0,500.0,7434319.349518015,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319,3115,1763,41,18.83605,57,25000,693,241,75,0,6583422.581231326,11.445523500975982,0.0,50.5,8,0.3270833333333325,0.26695482942322274,4.787966215892084,0.06822583388974311,12.280424117740148,22.96826109259877,17.72505886814196,2240.048967212122,27.292773996550977,18.35733502136414,21.765195779666108,10.581423444459931,204.37438622767604,2.733358350259369,1.1394207944294983,22.95899380273786,17.911782705312746
inst_JS_1400_5,1400,2802,2676856,true,4,12.0,50.0,500.0,7400350.281058015,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431,2998,1960,73,12.665133333333333,63,25000,707,231,77,0,6530082.324595333,11.759821135632265,0.0,49.5,6,0.18055555555555416,0.11126378399834283,2.3196819286713435,0.03305416680203818,11.662260923651065,24.090303863655432,17.90439523359476,2002.1332459354835,24.58454323478305,18.22422640335873,22.974253406998493,9.969289377607572,9.620832001819508,0.10327646352237475,0.2643445809360908,24.212093665515173,18.869341558032442
