startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,1200,1,4,12,50,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
1926,B0G1AO0IBH,1926,B0FFGZQ43R,4018,155.465,2.01666666666667,13,day 0,08:00:00,day 0,18:00:00,4906.643222,4,100
1691,B0G1AO0IBH,1691,B0FFHY6PN3,3783,195.515,2.38333333333333,7,day 0,12:00:00,day 0,22:00:00,2642.038658,4,100
580,B0GKC6MA4E,580,B01FE15XQH,2672,134.107,2.13333333333333,10,day 0,12:00:00,day 0,22:00:00,3774.34094,4,100
508,B0GUCU8FLD,508,B0IG9RDYYV,2600,206.338,2.63333333333333,20,day 0,08:00:00,day 0,18:00:00,7548.68188,4,100
1894,B0G0ZLYTOF,1894,B0I6TYMZJG,3986,253.137,3.41666666666667,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,100
1020,B0202173FW,1020,B0FFHNXOVT,3112,271.65,3.38333333333333,8,day 0,08:00:00,day 0,18:00:00,3019.472752,2,100
1500,B0HDRHT0UU,1500,B0FFI8WH5V,3592,230.592,2.9,10,day 0,12:00:00,day 0,22:00:00,3774.34094,2,50
1069,B00190CNHV,1069,B0FFHC9CJ8,3161,186.202,2.41666666666667,6,day 0,08:00:00,day 0,18:00:00,2264.604564,4,100
749,B0FFK7ZQFN,749,B0FFGAIWAV,2841,112.935,1.53333333333333,16,day 0,12:00:00,day 0,22:00:00,6038.945504,4,100
1435,B0FFL7OZ0J,1435,B00156ODDT,3527,126.682,1.75,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
1978,B0202150WR,1978,B0FFHNXOVT,4070,229.414,2.96666666666667,8,day 0,08:00:00,day 0,18:00:00,3019.472752,2,100
367,B0FFGYNGHQ,367,B0FFKZGWZ9,2459,137.767,1.9,16,day 0,12:00:00,day 0,22:00:00,6038.945504,4,50
299,B0FFLC9J93,299,B0FFHC9CJ8,2391,225.635,3.3,22,day 0,12:00:00,day 0,22:00:00,8303.550068,2,50
1404,B0FFH70JG8,1404,B00156GGDT,3496,326.256,4.03333333333333,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
732,B0FFH1DRA5,732,B0FFITJD3C,2824,197.346,2.95,13,day 0,12:00:00,day 0,22:00:00,4906.643222,2,100
437,B0G13KYBJL,437,B0FFH62FC9,2529,332.201,3.96666666666667,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
1795,B0FFH4SOJP,1795,B0FFKZGWZ9,3887,234.122,2.88333333333333,12,day 0,12:00:00,day 0,22:00:00,4529.209128,2,100
2016,B020216GML,2016,B0FFH61OBO,4108,214.881,2.91666666666667,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,100
1159,B0GUCU8FLD,1159,B0FFL37B6B,3251,233.301,2.95,13,day 0,12:00:00,day 0,22:00:00,4906.643222,2,100
2058,B0FFG2575E,2058,B0FFHF2VI7,4150,129.354,1.93333333333333,9,day 0,08:00:00,day 0,18:00:00,3396.906846,2,50
2071,B0FFH70JG8,2071,B0FFGJ1NAK,4163,228.912,2.71666666666667,14,day 0,08:00:00,day 0,18:00:00,5284.077316,4,100
879,B0FFHJD9U9,879,B0FFL37B6B,2971,107.292,1.7,20,day 0,12:00:00,day 0,22:00:00,7548.68188,4,100
889,B0G3AZBRXL,889,B02001C3PG,2981,150.589,2.26666666666667,16,day 0,12:00:00,day 0,22:00:00,6038.945504,2,100
1436,B0FFFRXR3L,1436,B0FFLCF954,3528,324.056,4.53333333333333,10,day 0,08:00:00,day 0,18:00:00,3774.34094,4,50
1628,B0FFH4SOJP,1628,B02000JR6M,3720,177.281,2.28333333333333,12,day 0,12:00:00,day 0,22:00:00,4529.209128,2,50
196,B0FFJONTQ7,196,B00156D6K6,2288,213.228,2.76666666666667,8,day 0,08:00:00,day 0,18:00:00,3019.472752,2,50
1579,B0FFLC9J93,1579,B0IGCZC15I,3671,277.336,3.56666666666667,13,day 0,08:00:00,day 0,18:00:00,4906.643222,2,50
1565,B0GKC6MA4E,1565,B0IGCZC15I,3657,262.226,3.33333333333333,18,day 0,12:00:00,day 0,22:00:00,6793.813692,4,50
1829,B0G3AZBRXL,1829,B0FFKDRXE8,3921,323.506,4.18333333333333,19,day 0,12:00:00,day 0,22:00:00,7171.247786,2,50
2073,B0FFH70JG8,2073,B0FFHY6PN3,4165,227.434,2.61666666666667,12,day 0,12:00:00,day 0,22:00:00,4529.209128,2,50
1724,B0FFJN8WFQ,1724,B00156ODDT,3816,109.998,1.56666666666667,10,day 0,08:00:00,day 0,18:00:00,3774.34094,2,100
1596,B0H1TCJ4IO,1596,B00156D6K6,3688,289.517,3.83333333333333,22,day 0,08:00:00,day 0,18:00:00,8303.550068,4,50
1819,B0FFH70JG8,1819,B0FFF4JOKL,3911,272.631,3.21666666666667,17,day 0,12:00:00,day 0,22:00:00,6416.379598,2,100
373,B01FE15XQH,373,B0FFGIBTXI,2465,119.759,1.85,16,day 0,12:00:00,day 0,22:00:00,6038.945504,2,50
1935,B0G3AZBRXL,1935,B0FFHD3E8G,4027,205.489,2.73333333333333,10,day 0,12:00:00,day 0,22:00:00,3774.34094,4,100
516,B0FFJONTQ7,516,B0FFJ1CPHP,2608,168.686,2.28333333333333,15,day 0,08:00:00,day 0,18:00:00,5661.51141,2,50
1012,B0FFK83QI3,1012,B0FFFU612V,3104,143.305,1.76666666666667,19,day 0,08:00:00,day 0,18:00:00,7171.247786,4,100
753,B0HDRHT0UU,753,B0FFGO36Q6,2845,349.231,4.26666666666667,18,day 0,12:00:00,day 0,22:00:00,6793.813692,4,100
679,B0FFL9CGXN,679,B0FFJRVTYE,2771,291.55,3.73333333333333,19,day 0,08:00:00,day 0,18:00:00,7171.247786,2,100
1308,B0FFK7ZQFN,1308,B0FFGPRVIT,3400,136.864,1.86666666666667,19,day 0,12:00:00,day 0,22:00:00,7171.247786,2,50
1102,B0G0ZLYTOF,1102,B00156ODDT,3194,273.982,3.75,11,day 0,08:00:00,day 0,18:00:00,4151.775034,4,100
1754,B0H1TCJ4IO,1754,B0I6TYMZJG,3846,233.552,3,9,day 0,12:00:00,day 0,22:00:00,3396.906846,2,50
1165,B0FFH1DRA5,1165,B0IG9RDYYV,3257,233.587,2.8,19,day 0,12:00:00,day 0,22:00:00,7171.247786,2,100
386,B0FFHCRHH3,386,B00156D6K6,2478,196.473,2.5,22,day 0,12:00:00,day 0,22:00:00,8303.550068,4,100
514,B01FE15XQH,514,B0IG9RDYYV,2606,118.496,1.75,18,day 0,08:00:00,day 0,18:00:00,6793.813692,4,100
285,B0FFL9Q85P,285,B0FFKSVI1S,2377,313.643,3.78333333333333,9,day 0,08:00:00,day 0,18:00:00,3396.906846,4,100
73,B0FFHF2VI7,73,B0FFJ1CPHP,2165,125.825,1.76666666666667,17,day 0,08:00:00,day 0,18:00:00,6416.379598,2,50
1660,B0FFHLH9SB,1660,B0FFH62FC9,3752,247.316,3.15,15,day 0,12:00:00,day 0,22:00:00,5661.51141,4,100
1564,B0FFLC9J93,1564,B02000JJN1,3656,277.643,3.3,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
1711,B00190CNHV,1711,B0FFH0WGKS,3803,232.408,2.81666666666667,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,50
1805,B0FFH70JG8,1805,B02000JJN1,3897,242.472,2.85,12,day 0,08:00:00,day 0,18:00:00,4529.209128,4,100
1339,B0FFGYNGHQ,1339,B0FFGJ1NAK,3431,102.318,1.55,6,day 0,12:00:00,day 0,22:00:00,2264.604564,4,50
1911,B0H1TCJ4IO,1911,B0FFL7OZ0J,4003,158.609,2.38333333333333,15,day 0,12:00:00,day 0,22:00:00,5661.51141,4,100
643,B0FFH1DRA5,643,B01FE0J0V7,2735,157.714,2,15,day 0,08:00:00,day 0,18:00:00,5661.51141,4,100
708,B0FFHCRHH3,708,B0FFHDQA5M,2800,108.193,1.5,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,100
1706,B0FFH4SOJP,1706,B0FFHD3E8G,3798,193.299,2.33333333333333,12,day 0,08:00:00,day 0,18:00:00,4529.209128,4,100
418,B0FFL9Q85P,418,B0FFHJD9U9,2510,155.164,2,15,day 0,08:00:00,day 0,18:00:00,5661.51141,2,50
1854,B0202173FW,1854,B0GDDXZDXN,3946,253.469,3.15,11,day 0,08:00:00,day 0,18:00:00,4151.775034,2,50
1481,B0H1TCJ4IO,1481,B0FFHNXOVT,3573,238.528,3.15,18,day 0,08:00:00,day 0,18:00:00,6793.813692,2,100
238,B0G0NZW2VU,238,B00156D6K6,2330,311.498,3.98333333333333,6,day 0,08:00:00,day 0,18:00:00,2264.604564,2,50
686,B0202173FW,686,B0G2MKTPMP,2778,288.376,3.61666666666667,9,day 0,08:00:00,day 0,18:00:00,3396.906846,4,100
435,B0FFGTI293,435,B0FFGPRVIT,2527,197.341,2.53333333333333,7,day 0,12:00:00,day 0,22:00:00,2642.038658,4,50
1289,B0FFH70JG8,1289,B02001C3PG,3381,209.291,2.46666666666667,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,100
