startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,1400,1,4,12,50,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
373,B01FE15XQH,373,B0FFGIBTXI,2465,119.759,1.85,16,day 0,12:00:00,day 0,22:00:00,6038.945504,2,50
1878,B0FFK4CQ2L,1878,B02000JJN1,3970,109.244,1.7,7,day 0,08:00:00,day 0,18:00:00,2642.038658,2,100
1676,B020215DUP,1676,B0FFHNXOVT,3768,245.733,3.18333333333333,16,day 0,12:00:00,day 0,22:00:00,6038.945504,4,100
1297,B0G3AZBRXL,1297,B00156D6K6,3389,299.92,3.83333333333333,21,day 0,12:00:00,day 0,22:00:00,7926.115974,2,100
436,B0202173FW,436,B00156D6K6,2528,322.639,4.18333333333333,19,day 0,08:00:00,day 0,18:00:00,7171.247786,4,100
1173,B01FE0J0V7,1173,B0FFGPRVIT,3265,154.253,2.05,13,day 0,08:00:00,day 0,18:00:00,4906.643222,4,100
445,B0FFHXJXZR,445,B0FFL7OZ0J,2537,128.225,1.8,22,day 0,08:00:00,day 0,18:00:00,8303.550068,4,50
1153,B0FFHLH9SB,1153,B0FFKDRXE8,3245,280.396,3.56666666666667,17,day 0,08:00:00,day 0,18:00:00,6416.379598,4,50
1140,B0FFHLH9SB,1140,B0FFJRVTYE,3232,238.624,2.98333333333333,20,day 0,08:00:00,day 0,18:00:00,7548.68188,4,50
156,B0FFH1DRA5,156,B02001C3PG,2248,199.413,2.38333333333333,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,50
1488,B0FFK83QI3,1488,B0G2MKTPMP,3580,271.674,3.05,7,day 0,08:00:00,day 0,18:00:00,2642.038658,4,100
989,B0FFHE4XO4,989,B02000JJ21,3081,112.461,1.86666666666667,18,day 0,08:00:00,day 0,18:00:00,6793.813692,2,100
1601,B0202150WR,1601,B0FFGZQ43R,3693,137.317,2.05,6,day 0,08:00:00,day 0,18:00:00,2264.604564,4,100
1184,B0FFG0GSMW,1184,B0FFGPRVIT,3276,353.957,4.8,21,day 0,08:00:00,day 0,18:00:00,7926.115974,2,100
1381,B0FFLC9J93,1381,B0FFFOM198,3473,223.317,3.1,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,50
125,B0FFHXJXZR,125,B0FFGJ1NAK,2217,157.575,2.11666666666667,17,day 0,12:00:00,day 0,22:00:00,6416.379598,2,50
1539,B0FFGYNGHQ,1539,B0FFH0WGKS,3631,125.914,1.73333333333333,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,100
1105,B0FFFRXR3L,1105,B0FFHC9CJ8,3197,253.34,3.78333333333333,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,100
1578,B0FFL9Q85P,1578,B0GDDXZDXN,3670,247.216,2.65,13,day 0,08:00:00,day 0,18:00:00,4906.643222,4,100
113,B0202173FW,113,B0FFJ1CPHP,2205,273.777,3.33333333333333,17,day 0,08:00:00,day 0,18:00:00,6416.379598,4,50
1331,B0FFL9Q85P,1331,B0FFFU612V,3423,154.12,1.91666666666667,21,day 0,08:00:00,day 0,18:00:00,7926.115974,2,100
2053,B020215DUP,2053,B0FFHD3E8G,4145,202.291,2.73333333333333,9,day 0,12:00:00,day 0,22:00:00,3396.906846,4,100
