startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFGPRVIT,1600,1,4,12,50,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
991,B0FFH1DRA5,991,B0FFF4JOKL,3083,262.753,3.15,14,day 0,12:00:00,day 0,22:00:00,5284.077316,4,50
1010,B0FFGYNGHQ,1010,B0FFHDQA5M,3102,115.467,1.55,15,day 0,12:00:00,day 0,22:00:00,5661.51141,4,100
307,B0FFITJD3C,307,B00156GGDT,2399,146.109,2.13333333333333,18,day 0,12:00:00,day 0,22:00:00,6793.813692,2,50
156,B0FFH1DRA5,156,B02001C3PG,2248,199.413,2.38333333333333,21,day 0,08:00:00,day 0,18:00:00,7926.115974,4,50
1702,B0GUCU8FLD,1702,B0FFJN8WFQ,3794,162.09,2.2,21,day 0,12:00:00,day 0,22:00:00,7926.115974,4,100
864,B0FFL9Q85P,864,B0FFFTQ4U7,2956,181.702,2.35,16,day 0,08:00:00,day 0,18:00:00,6038.945504,2,100
1520,B0H1TCJ4IO,1520,B0FFFA2AO6,3612,266.387,3.55,16,day 0,12:00:00,day 0,22:00:00,6038.945504,4,100
1112,B00190CNHV,1112,B01FE15UUN,3204,196.529,2.43333333333333,9,day 0,12:00:00,day 0,22:00:00,3396.906846,4,100
1281,B0FFL9Q85P,1281,B0FFLCF954,3373,279.355,3.68333333333333,15,day 0,12:00:00,day 0,22:00:00,5661.51141,4,100
2060,B0FFH1DRA5,2060,B0I6TYMZJG,4152,264.498,3,9,day 0,08:00:00,day 0,18:00:00,3396.906846,4,50
9,B0FFFRS0IH,9,B0G2MKTPMP,2101,275.923,3.3,11,day 0,12:00:00,day 0,22:00:00,4151.775034,2,50
784,B0HDRHT0UU,784,B0IG9RDYYV,2876,257.321,3.18333333333333,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
1316,B0FFH1DRA5,1316,B0FFJRVTYE,3408,302.277,3.46666666666667,10,day 0,12:00:00,day 0,22:00:00,3774.34094,2,100
112,B0FFGTI293,112,B0FFI9JCED,2204,178.829,2.41666666666667,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,50
823,B0G13KYBJL,823,B0FFFOM198,2915,225.275,2.83333333333333,19,day 0,08:00:00,day 0,18:00:00,7171.247786,4,50
754,B0FFFTQ4U7,754,B0FFGPRVIT,2846,138.057,1.98333333333333,20,day 0,08:00:00,day 0,18:00:00,7548.68188,4,50
1138,B0G0ZLYTOF,1138,B0FFI8WH5V,3230,195.497,2.9,17,day 0,12:00:00,day 0,22:00:00,6416.379598,4,100
388,B0FFHJD9U9,388,B0FFI9JCED,2480,126.635,1.91666666666667,10,day 0,08:00:00,day 0,18:00:00,3774.34094,4,50
1313,B0FFIS83Q7,1313,B0FFI8WH5V,3405,133.385,1.95,21,day 0,08:00:00,day 0,18:00:00,7926.115974,2,50
313,B0FFJONTQ7,313,B0FFHY6PN3,2405,110.321,1.61666666666667,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,100
528,B0G13KYBJL,528,B0FFL7OZ0J,2620,210.787,2.73333333333333,14,day 0,08:00:00,day 0,18:00:00,5284.077316,2,100
1126,B0FFFTQ4U7,1126,B00156GGDT,3218,156.206,2.35,16,day 0,08:00:00,day 0,18:00:00,6038.945504,2,100
797,B01FE0J0V7,797,B0FFJRVTYE,2889,158.125,2.05,21,day 0,12:00:00,day 0,22:00:00,7926.115974,2,100
382,B0FFHXJXZR,382,B0FFJRVTYE,2474,225.165,2.48333333333333,19,day 0,08:00:00,day 0,18:00:00,7171.247786,4,50
803,B0G13KYBJL,803,B0FFGAIWAV,2895,277.59,3.31666666666667,12,day 0,08:00:00,day 0,18:00:00,4529.209128,2,100
1735,B0FFH4SOJP,1735,B0FFHFSCFH,3827,214.71,2.65,21,day 0,12:00:00,day 0,22:00:00,7926.115974,2,50
1169,B0G0NZW2VU,1169,B0FFGAIWAV,3261,247.393,3.08333333333333,19,day 0,12:00:00,day 0,22:00:00,7171.247786,2,100
1755,B0H1TCJ4IO,1755,B0FFJN8WFQ,3847,158.393,2.36666666666667,12,day 0,12:00:00,day 0,22:00:00,4529.209128,4,100
164,B0202173FW,164,B0FFG94S3Z,2256,315.958,4.03333333333333,10,day 0,12:00:00,day 0,22:00:00,3774.34094,2,100
834,B0FFF4HNKG,834,B02000JJ21,2926,192.101,2.7,16,day 0,12:00:00,day 0,22:00:00,6038.945504,2,100
1688,B0G0NZW2VU,1688,B0FFH0WGKS,3780,226.985,2.81666666666667,17,day 0,12:00:00,day 0,22:00:00,6416.379598,4,100
1152,B0FFHLH9SB,1152,B0G2MKTPMP,3244,222.547,2.78333333333333,18,day 0,08:00:00,day 0,18:00:00,6793.813692,2,50
92,B0FFF8Z69A,92,B0FFH6WPC3,2184,212.576,2.96666666666667,18,day 0,12:00:00,day 0,22:00:00,6793.813692,2,50
917,B0G0NZW2VU,917,B02001C3PG,3009,190.319,2.46666666666667,13,day 0,08:00:00,day 0,18:00:00,4906.643222,2,100
58,B0GUAXEBYM,58,B0FFJ1CPHP,2150,167.831,2.06666666666667,14,day 0,08:00:00,day 0,18:00:00,5284.077316,4,50
