startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFKHC9PU,1600,1,4,12,100,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
2829,B0FFH1DRA5,2829,B0FFHXOBD1,6243,306.098,3.31666666666667,12,day 0,08:00:00,day 0,18:00:00,5661.51141,2,50
759,B0GUAXEBYM,759,B0GRRBHAKJ,4173,373.124,4.48333333333333,17,day 0,12:00:00,day 0,22:00:00,8020.4744975,2,50
2828,B0FFG2575E,2828,B0FFI2KAV3,6242,249.326,3.45,13,day 0,08:00:00,day 0,18:00:00,6133.3040275,4,100
512,B01FE0J0V7,512,B0FFHW4GZB,3926,260.329,3.51666666666667,8,day 0,08:00:00,day 0,18:00:00,3774.34094,4,100
3144,B0FFLC9J93,3144,B0FFL6KA9D,6558,313.424,4.01666666666667,18,day 0,08:00:00,day 0,18:00:00,8492.267115,2,50
1571,B0FFF8Z69A,1571,B023B15E6D,4985,278.345,3.25,12,day 0,12:00:00,day 0,22:00:00,5661.51141,4,50
2118,B0FFHXJXZR,2118,B0FFKVXSFY,5532,328.963,4.3,17,day 0,12:00:00,day 0,22:00:00,8020.4744975,4,50
178,B0FFF8Z69A,178,B0HU55O3W8,3592,277.851,4.2,9,day 0,12:00:00,day 0,22:00:00,4246.1335575,4,50
1640,B0FFF4JOKL,1640,B0FFFA8L2B,5054,247,3.18333333333333,21,day 0,12:00:00,day 0,22:00:00,9907.6449675,4,100
2482,B0G1AO0IBH,2482,B0I60OAVXT,5896,228.123,2.53333333333333,11,day 0,12:00:00,day 0,22:00:00,5189.7187925,4,50
657,B0FFJONTQ7,657,B0FFI22X6S,4071,328.459,3.9,21,day 0,08:00:00,day 0,18:00:00,9907.6449675,2,50
999,B0FFF8Z69A,999,B0FFKZT863,4413,240.248,3.6,13,day 0,12:00:00,day 0,22:00:00,6133.3040275,4,50
2219,B0FFG0GSMW,2219,B023D040HU,5633,342.617,4.88333333333333,15,day 0,12:00:00,day 0,22:00:00,7076.8892625,4,50
2855,B0FFHDQA5M,2855,B0FFHXOBD1,6269,225.823,2.7,13,day 0,12:00:00,day 0,22:00:00,6133.3040275,2,100
1489,B020216GML,1489,B0I60OAVXT,4903,241.663,3.18333333333333,19,day 0,08:00:00,day 0,18:00:00,8964.0597325,2,50
27,B0GUAXEBYM,27,B0FFITCS2H,3441,196.383,2.56666666666667,20,day 0,08:00:00,day 0,18:00:00,9435.85235,4,100
285,B0FFGTI293,285,B0HBXZQDWS,3699,197.663,2.65,20,day 0,12:00:00,day 0,22:00:00,9435.85235,2,50
440,B0FFHDQA5M,440,B0G25CU48P,3854,345.842,3.86666666666667,20,day 0,12:00:00,day 0,22:00:00,9435.85235,4,50
