startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFKHC9PU,2000,1,4,12,100,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
10,B0FFF4JOKL,10,B0FFKZT863,3424,198.566,3.6,13,day 0,08:00:00,day 0,18:00:00,6133.3040275,4,50
923,B0GKC6MA4E,923,B0HU55O3W8,4337,414.754,5.01666666666667,20,day 0,08:00:00,day 0,18:00:00,9435.85235,4,50
2715,B0202173FW,2715,B0FFLA9ZTX,6129,340.85,4.65,21,day 0,12:00:00,day 0,22:00:00,9907.6449675,2,50
1189,B0FFK4CQ2L,1189,B0FFK4YCJ8,4603,247.279,3.25,19,day 0,08:00:00,day 0,18:00:00,8964.0597325,2,100
2436,B0FFGAIWAV,2436,B0FFFVN7JT,5850,173.281,2.46666666666667,9,day 0,12:00:00,day 0,22:00:00,4246.1335575,4,50
3218,B020215DUP,3218,B0FFHDQ3SM,6632,258.017,3.33333333333333,10,day 0,08:00:00,day 0,18:00:00,4717.926175,2,100
2776,B0FFH4SOJP,2776,B0FFLPWCQK,6190,218.593,2.46666666666667,14,day 0,08:00:00,day 0,18:00:00,6605.096645,4,50
3053,B0FFH4SOJP,3053,B0HGFN3J8T,6467,258.508,2.78333333333333,16,day 0,08:00:00,day 0,18:00:00,7548.68188,4,50
3058,B020216GML,3058,B0FFKZT863,6472,315.167,4.45,14,day 0,08:00:00,day 0,18:00:00,6605.096645,4,100
1630,B0FFL37B6B,1630,B0FFK7XY6U,5044,227.891,3,8,day 0,12:00:00,day 0,22:00:00,3774.34094,2,50
244,B0FFI8WH5V,244,B0GUBCOVO3,3658,172.647,2.18333333333333,17,day 0,08:00:00,day 0,18:00:00,8020.4744975,4,100
3251,B0FFH70JG8,3251,B0GRRBHAKJ,6665,504.104,5.88333333333333,6,day 0,08:00:00,day 0,18:00:00,2830.755705,4,50
741,B0FFHD3E8G,741,B0FFK7XY6U,4155,217.995,2.66666666666667,8,day 0,08:00:00,day 0,18:00:00,3774.34094,2,100
391,B0FFJONTQ7,391,B0FFI2KAV3,3805,185.038,2.91666666666667,15,day 0,08:00:00,day 0,18:00:00,7076.8892625,2,100
3183,B0FFG2575E,3183,B0FFHOJIJ7,6597,251.139,2.95,21,day 0,12:00:00,day 0,22:00:00,9907.6449675,4,50
2091,B0FFJN8WFQ,2091,B0FFI22X6S,5505,260.349,3.05,11,day 0,12:00:00,day 0,22:00:00,5189.7187925,4,100
1522,B0FFFRS0IH,1522,B0FFGQ8EH5,4936,301.253,3.28333333333333,14,day 0,12:00:00,day 0,22:00:00,6605.096645,2,50
2557,B00190CNHV,2557,B0FFMBV9V0,5971,260.656,3.3,8,day 0,12:00:00,day 0,22:00:00,3774.34094,4,50
1332,B0FFHJD9U9,1332,B0FFHOJIJ7,4746,192.499,2.66666666666667,10,day 0,12:00:00,day 0,22:00:00,4717.926175,2,50
893,B0GUAXEBYM,893,B0FFI2KAV3,4307,169.304,2.26666666666667,7,day 0,08:00:00,day 0,18:00:00,3302.5483225,4,50
2749,B0FFFRXR3L,2749,B0FFK85V4K,6163,436.264,5.15,15,day 0,08:00:00,day 0,18:00:00,7076.8892625,4,50
1450,B0FFHFSCFH,1450,B0FFKHC9PU,4864,247.304,3.18333333333333,16,day 0,08:00:00,day 0,18:00:00,7548.68188,2,50
231,B0FFGJ1NAK,231,B0FFHN6ZU2,3645,186.843,2.2,14,day 0,08:00:00,day 0,18:00:00,6605.096645,4,100
71,B0GUCU8FLD,71,B0G30DK65S,3485,367.752,4.48333333333333,14,day 0,12:00:00,day 0,22:00:00,6605.096645,4,100
2090,B0202150WR,2090,B0I60OAVXT,5504,241.466,3.08333333333333,17,day 0,08:00:00,day 0,18:00:00,8020.4744975,2,50
2884,B0IGCZC15I,2884,B0FFI22X6S,6298,208.36,2.45,10,day 0,08:00:00,day 0,18:00:00,4717.926175,4,50
38,B0FFK83QI3,38,B0FFHW4GZB,3452,321.879,3.45,20,day 0,08:00:00,day 0,18:00:00,9435.85235,4,100
953,B0FFFOM198,953,B0FFLO95L8,4367,153.656,1.96666666666667,7,day 0,12:00:00,day 0,22:00:00,3302.5483225,4,100
1003,B0FFK83QI3,1003,B0HBXZQDWS,4417,284.201,3.38333333333333,16,day 0,08:00:00,day 0,18:00:00,7548.68188,4,100
1499,B0FFHC9CJ8,1499,B0FFL6KA9D,4913,111.17,1.43333333333333,14,day 0,08:00:00,day 0,18:00:00,6605.096645,2,100
539,B0FFL7OZ0J,539,B0FFFA8L2B,3953,279.879,3.35,10,day 0,12:00:00,day 0,22:00:00,4717.926175,2,100
497,B02000JJ21,497,B0FFKHC9PU,3911,239.595,2.86666666666667,19,day 0,08:00:00,day 0,18:00:00,8964.0597325,4,100
2314,B0FFG0GSMW,2314,B0FFHW4GZB,5728,450.618,5.31666666666667,17,day 0,08:00:00,day 0,18:00:00,8020.4744975,2,50
3274,B0FFH61OBO,3274,B0FFH1UGLN,6688,170.838,2.26666666666667,6,day 0,12:00:00,day 0,22:00:00,2830.755705,2,50
2065,B0GDDXZDXN,2065,B0FFK85V4K,5479,198.721,2.31666666666667,7,day 0,12:00:00,day 0,22:00:00,3302.5483225,4,50
1868,B0IGCZC15I,1868,B023E12FTI,5282,195.123,2.35,22,day 0,08:00:00,day 0,18:00:00,10379.437585,2,50
1692,B01FE15UUN,1692,B0FFITCS2H,5106,187.202,2.36666666666667,14,day 0,12:00:00,day 0,22:00:00,6605.096645,4,100
2561,B0FFHCRHH3,2561,B0G25CU48P,5975,371.497,4.46666666666667,8,day 0,12:00:00,day 0,22:00:00,3774.34094,2,50
3177,B0FFF8Z69A,3177,B0FFHXOBD1,6591,234.628,3.01666666666667,8,day 0,12:00:00,day 0,22:00:00,3774.34094,4,100
3010,B0FFFOM198,3010,B0G25CU48P,6424,332.972,3.65,14,day 0,08:00:00,day 0,18:00:00,6605.096645,2,50
1706,B0G0ZLYTOF,1706,B0FFHN6ZU2,5120,297.878,3.53333333333333,12,day 0,12:00:00,day 0,22:00:00,5661.51141,4,50
