startdepot,returndepot,numOrders,LIFO,maxOrder,duration,radius,stop
B01FE15XQH,B0FFKHC9PU,2000,1,4,12,100,500
# orders
id,origin,org_id,destination,dest_id,distance,duration,pallet,dayo,to,dayd,td,LTL,maxDelay,lateCost
690,B0FFH61OBO,690,B0G25CU48P,4104,338.602,3.9,20,day 0,12:00:00,day 0,22:00:00,9435.85235,2,50
3243,B00190CNHV,3243,B0FFKGBPOF,6657,290.874,3.33333333333333,18,day 0,08:00:00,day 0,18:00:00,8492.267115,4,100
2420,B0FFK83QI3,2420,B0I60OAVXT,5834,267,3.03333333333333,16,day 0,08:00:00,day 0,18:00:00,7548.68188,4,100
1473,B0FFH3869T,1473,B0G25CU48P,4887,414.508,4.6,12,day 0,08:00:00,day 0,18:00:00,5661.51141,4,50
2567,B0GKC6MA4E,2567,B0FFK4YCJ8,5981,370.828,4.65,17,day 0,12:00:00,day 0,22:00:00,8020.4744975,4,50
1930,B0FFG2575E,1930,B0FFHD26K7,5344,281.96,3.86666666666667,6,day 0,12:00:00,day 0,22:00:00,2830.755705,4,50
3328,B0FFHCRHH3,3328,B0FFHD6O3A,6742,191.084,2.43333333333333,12,day 0,12:00:00,day 0,22:00:00,5661.51141,4,50
2017,B0FFG0GSMW,2017,B0FFHDQ3SM,5431,337.31,4.51666666666667,7,day 0,08:00:00,day 0,18:00:00,3302.5483225,4,50
1039,B0G0NZW2VU,1039,B0FFLK4EPS,4453,263.394,3.65,10,day 0,12:00:00,day 0,22:00:00,4717.926175,2,50
2216,B0G1AO0IBH,2216,B0FFLPWCQK,5630,202.621,2.33333333333333,22,day 0,12:00:00,day 0,22:00:00,10379.437585,4,100
683,B0FFKZGWZ9,683,B0GRRBHAKJ,4097,341.327,4.41666666666667,6,day 0,08:00:00,day 0,18:00:00,2830.755705,2,50
1504,B0FFG9F43K,1504,B0FFGQ8EH5,4918,286.146,3.56666666666667,16,day 0,08:00:00,day 0,18:00:00,7548.68188,4,100
2556,B0G13KYBJL,2556,B0FFKVXSFY,5970,454.071,5.21666666666667,22,day 0,12:00:00,day 0,22:00:00,10379.437585,4,50
1811,B0FFHNXOVT,1811,B0FFMBV9V0,5225,160.203,2.61666666666667,12,day 0,08:00:00,day 0,18:00:00,5661.51141,2,50
3037,B0FFL9CGXN,3037,B0HBXZQDWS,6451,288,3.85,16,day 0,12:00:00,day 0,22:00:00,7548.68188,2,100
3061,B02000JJN1,3061,B0FFK85V4K,6475,212.941,2.53333333333333,20,day 0,12:00:00,day 0,22:00:00,9435.85235,4,100
1109,B0FFIS83Q7,1109,B0FFG2I6S2,4523,357.411,4.26666666666667,6,day 0,12:00:00,day 0,22:00:00,2830.755705,4,100
2122,B0IG9RDYYV,2122,B0HA6CDCW1,5536,259.681,3.1,10,day 0,08:00:00,day 0,18:00:00,4717.926175,2,50
671,B0FFFU612V,671,B0GUBCOVO3,4085,202.997,2.76666666666667,11,day 0,12:00:00,day 0,22:00:00,5189.7187925,4,100
211,B0FFKZGWZ9,211,B0FFHW4GZB,3625,271.782,3.91666666666667,13,day 0,12:00:00,day 0,22:00:00,6133.3040275,2,100
2102,B00190CNHV,2102,B0FFK85V4K,5516,225.448,3.1,13,day 0,12:00:00,day 0,22:00:00,6133.3040275,2,100
3077,B0FFJN8WFQ,3077,B0FFJ01V55,6491,157,1.96666666666667,17,day 0,08:00:00,day 0,18:00:00,8020.4744975,2,50
1151,B0GUAXEBYM,1151,B0FFHOJIJ7,4565,164.902,2.23333333333333,21,day 0,12:00:00,day 0,22:00:00,9907.6449675,2,100
1102,B0FFL7OZ0J,1102,B0FFG4GVOV,4516,315.348,3.76666666666667,12,day 0,08:00:00,day 0,18:00:00,5661.51141,2,100
1624,B02000JR6M,1624,B023E12FTI,5038,228.887,2.7,11,day 0,12:00:00,day 0,22:00:00,5189.7187925,2,100
535,B0FFGJ1NAK,535,B0FFKZT863,3949,199.9,2.86666666666667,20,day 0,12:00:00,day 0,22:00:00,9435.85235,4,100
1751,B0G0ZLYTOF,1751,B0FFKVXSFY,5165,421.478,5.31666666666667,16,day 0,12:00:00,day 0,22:00:00,7548.68188,4,50
2716,B0FFG2575E,2716,B0HBXZQDWS,6130,255.78,3.2,17,day 0,08:00:00,day 0,18:00:00,8020.4744975,2,100
2590,B0G1AO0IBH,2590,B023D040HU,6004,233.895,2.98333333333333,11,day 0,12:00:00,day 0,22:00:00,5189.7187925,4,50
2632,B020215DUP,2632,B0FFMBV9V0,6046,305.924,3.71666666666667,8,day 0,08:00:00,day 0,18:00:00,3774.34094,2,50
2839,B0H1TCJ4IO,2839,B0FFL6KA9D,6253,263.476,3.36666666666667,21,day 0,08:00:00,day 0,18:00:00,9907.6449675,2,100
851,B01FE0J0V7,851,B0HA6CDCW1,4265,284.929,3.18333333333333,12,day 0,08:00:00,day 0,18:00:00,5661.51141,4,50
2965,B0FFH4SOJP,2965,B0FFHDQ3SM,6379,234.326,2.83333333333333,15,day 0,08:00:00,day 0,18:00:00,7076.8892625,4,100
2434,B0FFGAIWAV,2434,B0FFGQ8EH5,5848,263.591,3.08333333333333,18,day 0,12:00:00,day 0,22:00:00,8492.267115,2,100
1775,B0FFGZQ43R,1775,B0FFLHS22C,5189,120.115,1.61666666666667,12,day 0,12:00:00,day 0,22:00:00,5661.51141,2,100
645,B0FFL7OZ0J,645,B0FFM9VWFS,4059,333.74,3.9,15,day 0,12:00:00,day 0,22:00:00,7076.8892625,4,100
