inst_name, NUM, numV, numE, LIFO, maxOrders, timelimit, radius, stop, OriginCost, NUM_enum, Two_enum, Three_enum, Four_enum, TIME_enum, TIME_exact, LTL_enum, MSTL2_enum, MSTL3_enum, MSTL4_enum, COST_enum, impr_enum, bundle_enum, delayOrder_enum, delayTime_avg_enum, delayTime_sd_enum, epsilon_exact, MAXDEV_exact, instb_exact, SAVE_avg_exact, SAVE_sd_exact, NUM_LCS, Two_LCS, Three_LCS, Four_LCS, TIME_LCS, ITER_LCS, ITER_SP, LTL_LCS, MSTL2_LCS, MSTL3_LCS, MSTL4_LCS, COST_LCS, impr_LCS, gap_LCS, bundle_LCS, delayOrder_LCS, delayTime_avg_LCS, delayTime_sd_LCS, epsilon_LCS, MAXDEV_LCS, instb_LCS, SAVE_avg_LCS, SAVE_sd_LCS, epsilon_PR, MAXDEV_PR, instb_PR, SAVE_avg_PR, SAVE_sd_PR, epsilon_DR, MAXDEV_DR, instb_DR, SAVE_avg_DR, SAVE_sd_DR
inst_JS_300_1,324,650,225536,true,4,12.0,100.0,500.0,1716947.693606,38715,12048,25952,391,188.47993333333335,188.48760000000001,141,72,13,0,1490973.317344666,13.161401311343027,100.0,2,0.3166666666666629,0.25927248643506773,8.839818426338752,0.12606376941745553,0.7658044854262718,23.11424807291593,20.99063825956771,1614,906,382,2,2.5802,16,21207,141,72,13,0,1490973.317344666,13.161401311343027,0.0,56.48148148148148,2,0.3166666666666629,0.25927248643506773,8.83981842634239,0.1260637694174685,14.93184634448575,23.097580761451677,20.58632670420867,2245.6005627705636,31.9496593409984,25.71251548946716,21.901396300548992,10.264943592467597,66.53666646151396,0.6923128659850081,0.43370508054522927,23.217602728094118,21.147048080320207
inst_JS_300_2,345,692,163244,true,4,12.0,50.0,500.0,1795453.9851580006,4750,2281,1995,129,196.51846666666668,196.52,199,49,16,0,1629937.841227334,9.21862355141901,100.0,3,0.28888888888889025,0.141748342468585,8.152361100137568,0.1146066559469356,3.58683314415437,21.649515544883783,17.60881897076694,910,328,230,7,0.5059666666666667,10,1811,197,50,16,0,1629918.4020313334,9.219706241154379,-0.0011926341918619763,42.89855072463768,2,0.3416666666666668,0.1532064692570791,7.851625794583015,0.11037889085264528,16.153846153846153,21.303172640297205,16.901277860290378,2393.7674810606077,31.597470386844037,15.274725274725276,21.228285440252648,9.978355577423255,154.46184600000015,1.7960930385075156,3.1868131868131866,21.354569893053494,17.350600860323095
inst_JS_300_3,356,714,267482,true,4,12.0,100.0,500.0,1846407.587848,74415,14741,54284,5034,203.40436666666668,203.42023333333333,142,71,24,0,1581155.2053533334,14.36586289183419,100.0,2,0.14999999999999858,0.09428090415821103,50.4300797580654,0.7156877681598461,0.4037321594944571,22.759832855024314,20.4356156121829,1993,957,644,36,7.0552,21,25000,144,70,24,0,1582498.7053100003,14.293099978298248,0.08496951799028052,59.550561797752806,1,0.21666666666666856,0.0,63.61438505252772,0.9027952658318622,13.59759157049674,22.749554803428317,20.173879611259473,2381.2925466666657,33.79426414851564,28.299046663321626,22.63245228645863,10.016864852235905,519.4815242102322,7.127597481848984,1.9568489713998996,23.13076418803288,21.602308249216545
inst_JS_300_4,370,742,286357,true,4,12.0,100.0,500.0,1953976.3046380004,66999,15527,48129,2973,197.72901666666667,197.74125,146,82,20,0,1671472.413677333,14.457897482692609,100.0,6,0.17222222222222014,0.10988209168956457,2.925464525420466,0.040224292514363595,0.4877755932101637,23.022499224069445,21.10541506169423,2174,1175,623,6,1.9481833333333334,22,25000,146,82,20,0,1671705.7470106666,14.445956020926674,0.013959747790295563,60.54054054054054,6,0.24999999999999942,0.23142073276946565,5.185351531081324,0.07129708631350559,12.925482980680773,22.94452077010471,20.94016198681858,2345.7614076246364,28.836719634459705,26.816927322907084,22.270386891558022,9.76388895497821,124.06021702009457,1.3218257168499408,0.7359705611775529,23.05775130769134,21.367365324514406
inst_JS_300_5,341,684,245625,true,4,12.0,100.0,500.0,1791679.6442180001,36449,13500,22343,265,190.43126666666666,190.43803333333332,155,72,14,0,1545842.7360520002,13.721030372776175,100.0,1,0.05000000000000426,0.0,4.069608676920325,0.05713720251984812,0.6979062811565304,23.87417481032582,21.50297288540677,1610,946,323,0,2.8362333333333334,21,18395,155,72,14,0,1545842.736052,13.72103037277619,-1.5061728998934696E-14,54.54545454545455,1,0.05000000000000426,0.0,4.069608676918506,0.057137202519860895,13.788819875776397,23.869460018384178,21.802108460613102,2246.0987878787873,31.010100452274532,26.273291925465838,23.065172170043404,10.309312118767021,57.32523500000025,0.692412363239308,0.43478260869565216,23.939363408886752,22.33906931857925
inst_JS_400_1,445,892,270580,true,4,12.0,50.0,500.0,2354433.8783720024,10571,3663,6025,438,302.70675,302.71073333333334,247,78,14,0,2144357.1919006654,8.922598693516791,100.0,2,0.28333333333332966,0.25927248643506023,6.126587728958839,0.08737065689922549,1.8171044835078016,20.030635692936016,19.35771997247741,1068,436,186,1,0.6541,10,5438,247,78,14,0,2144357.1919006673,8.922598693516711,8.686263446529582E-14,44.49438202247191,2,0.28333333333332966,0.25927248643506023,6.126587728978848,0.08737065689952381,16.760299625468164,20.043107008356788,19.36342423114896,2252.047568,26.978254548590982,13.48314606741573,19.162406251187164,10.725524564360922,38.82787396207095,0.9146537284738566,1.2172284644194757,19.920235764551922,18.908809158203155
inst_JS_400_2,474,950,307444,true,4,12.0,50.0,500.0,2506539.8182540056,10767,4263,5888,142,320.3150833333333,320.3181833333333,264,81,16,0,2261210.087392001,9.787585622034737,100.0,0,0.0,0.0,9.29533368203738,0.12911189873149373,2.1082288934227145,22.49280487892698,19.368496929038532,1228,537,217,0,0.8272499999999999,12,5338,266,80,16,0,2261441.0597420004,9.778370833252312,0.010214546241736776,43.881856540084385,0,0.0,0.0,11.664280861523366,0.16201650213796556,16.693811074918568,22.701600591056337,19.502102183399955,2847.2818800000005,37.85151603777599,14.495114006514658,20.999395811840472,10.491454120529738,85.66597099843057,2.4760291131047456,0.9771986970684039,23.022207637933143,20.518464753435893
inst_JS_400_3,472,946,463263,true,4,12.0,100.0,500.0,2489177.84993,108391,24743,82035,1141,318.23695000000004,318.2991666666667,186,107,24,0,2102512.4814813333,15.533858637683943,100.0,5,0.24999999999999858,0.25083194905486905,38.96376566297113,0.5529614591175668,0.5383667380164753,24.516494475255335,20.66103701486374,3071,1786,799,14,2.984566666666667,34,25000,186,107,24,0,2102512.4814813333,15.533858637683943,0.0,60.59322033898305,5,0.24999999999999858,0.25083194905486905,38.96376566296749,0.5529614591175409,15.043959622272876,24.575396279174644,20.62611504369173,2394.8689610303018,32.72582933737066,24.84532725496581,23.801758000261618,9.577554718887209,257.11006799999996,3.1953269768991,1.2373819602735265,24.779103226195634,21.628129358743287
inst_JS_400_4,436,874,407919,true,4,12.0,100.0,500.0,2298951.0665540006,113742,23638,84244,5424,285.40573333333333,285.4293,181,90,25,0,2003894.3018400003,12.834408222366992,100.0,5,0.30666666666666414,0.3654525352977485,36.59844091954437,0.5190973692207896,0.32125394948193386,21.8483781911156,21.218216145390144,2526,1375,700,15,3.419233333333333,26,25000,181,90,25,0,2004315.8366946676,12.816072257726425,0.021035782889357126,58.48623853211009,5,0.30333333333333173,0.3678767909685652,39.105739770122455,0.5546598741932204,12.39113222486144,21.801013275027206,21.065324499412327,2673.693228181819,32.66177899073808,30.32462391132225,20.5177709671108,10.588958672062093,192.8935724500243,2.0696024648297944,1.7418844022169437,21.710743354384274,22.387144202927367
inst_JS_400_5,420,842,375139,true,4,12.0,100.0,500.0,2241203.6501720035,80914,19698,57289,3507,269.0192333333333,269.0367,161,98,21,0,1903107.2789213345,15.085481911682654,100.0,7,0.21428571428571427,0.16899171890421347,15.722814284919878,0.2207479134480348,0.444753646234502,24.104233514749332,20.482975483095057,2659,1571,647,21,1.9375166666666668,26,25000,161,98,21,0,1903107.2789213338,15.085481911682688,-3.67027092323197E-14,61.666666666666664,7,0.21428571428571427,0.16899171890421347,15.72281428491442,0.2207479134479454,11.508085746521248,24.084189600961878,20.372567329126724,2395.1275268817208,28.69227143098793,25.197442647611883,23.053857666934004,9.764102231731732,99.06838006644466,0.996549490968286,0.6769462203836029,24.09202828386778,21.006277137214404
