inst_name, NUM, numV, numE, LIFO, maxOrders, timelimit, radius, stop, OriginCost, NUM_enum, Two_enum, Three_enum, Four_enum, TIME_enum, TIME_exact, LTL_enum, MSTL2_enum, MSTL3_enum, MSTL4_enum, COST_enum, impr_enum, bundle_enum, delayOrder_enum, delayTime_avg_enum, delayTime_sd_enum, epsilon_exact, MAXDEV_exact, instb_exact, SAVE_avg_exact, SAVE_sd_exact, NUM_LCS, Two_LCS, Three_LCS, Four_LCS, TIME_LCS, ITER_LCS, ITER_SP, LTL_LCS, MSTL2_LCS, MSTL3_LCS, MSTL4_LCS, COST_LCS, impr_LCS, gap_LCS, bundle_LCS, delayOrder_LCS, delayTime_avg_LCS, delayTime_sd_LCS, epsilon_LCS, MAXDEV_LCS, instb_LCS, SAVE_avg_LCS, SAVE_sd_LCS, epsilon_PR, MAXDEV_PR, instb_PR, SAVE_avg_PR, SAVE_sd_PR, epsilon_DR, MAXDEV_DR, instb_DR, SAVE_avg_DR, SAVE_sd_DR
inst_ZJ_300_10,362,726,166347,true,4,12.0,50.0,500.0,2384911.6814625007,1505,752,386,5,198.60066666666668,198.60103333333336,258,46,4,0,2210958.8157474985,7.2938913028565056,100.0,0,0.0,0.0,13.726836322688541,0.1865272167297181,7.874015748031496,26.467813997235364,24.11127353773983,627,204,60,1,0.513,7,323,261,46,3,0,2211154.8671141663,7.285670815356209,0.008867255476282867,27.900552486187845,1,0.21666666666666146,0.0,17.650315830735053,0.23984144699576085,14.513556618819777,27.173587722760015,23.760618796376548,1582.933280887095,17.12913792372271,9.569377990430622,24.541760703047988,14.318745228149936,255.57711500000005,2.19280001783471,3.189792663476874,27.357277485056972,24.881006602036923
inst_ZJ_300_6,334,670,143386,true,4,12.0,50.0,500.0,2281117.3056124975,1485,761,380,10,186.15945,186.15976666666666,216,53,4,0,2068188.356664999,9.334414693343687,100.0,2,0.4583333333333357,0.5539003119294609,12.38974724417858,0.1724813210219323,9.643788010425716,28.343642001459045,23.49287859571816,656,254,68,0,0.4530333333333333,7,337,216,53,4,0,2068188.356665,9.334414693343636,5.628854908295547E-14,35.32934131736527,2,0.4583333333333357,0.5539003119294609,12.38974724419677,0.17248132102218555,16.615853658536587,28.165278224660156,23.293084166725198,2037.5698076923072,20.96166032978179,8.536585365853659,25.48221818298257,14.076794320222078,634.6829320833331,4.73890208295407,1.0670731707317074,28.22618725799538,22.808479805736695
inst_ZJ_300_7,377,756,180144,true,4,12.0,50.0,500.0,2562305.7056425014,1770,846,531,16,195.50966666666667,195.51018333333334,255,52,6,0,2346926.5838533333,8.405676235855765,100.0,2,0.22499999999999964,0.2946278254943906,28.600973307025924,0.37805671327916285,8.255563531945441,27.12392414613598,22.65017408806585,713,241,95,0,0.48286666666666667,8,461,257,51,6,0,2347120.887389165,8.398093083876525,0.008279063229690237,31.83023872679045,2,0.49166666666666714,0.6717514421272172,31.946227869406357,0.4222753463780971,15.287517531556801,27.568339464256734,22.418165655112563,2510.426406926408,26.63085097028468,8.835904628330995,25.76757743116417,13.320206367267353,847.4766450000006,8.290907289938335,2.244039270687237,27.56726328034628,23.068146486244192
inst_ZJ_300_8,374,750,254706,true,4,12.0,100.0,500.0,2485403.50899,8466,5325,2748,19,197.12546666666668,197.1278166666667,251,57,3,0,2238419.513057501,9.937380189539786,100.0,1,0.14999999999999858,0.0,2.229832402234024,0.03178554692687797,1.569451309935739,28.89516777422501,22.53263762015983,1120,630,116,0,0.7336333333333334,11,2117,251,57,3,0,2238419.5130575,9.937380189539823,-4.160625696759437E-14,32.88770053475936,1,0.14999999999999858,0.0,2.229832402215834,0.03178554692661868,10.357142857142858,28.8814003371527,22.29252278717668,3343.640871212121,46.821572601006565,13.303571428571429,28.04448313792022,15.758789677285979,48.36855691347682,0.6142943838518032,0.5357142857142857,29.081764132503572,22.663619223820522
inst_ZJ_300_9,361,724,168762,true,4,12.0,50.0,500.0,2463229.2559675,1673,881,429,2,190.24028333333334,190.24055,246,50,5,0,2271998.7102449997,7.763408349394155,100.0,0,0.0,0.0,69.02394210520652,0.978907494202419,7.317073170731708,26.02249529412243,26.22666219596246,638,224,53,0,0.5727666666666666,7,401,246,50,5,0,2271998.710244999,7.763408349394193,-4.099133377215033E-14,31.85595567867036,0,0.0,0.0,69.0239421051956,0.9789074942022642,14.890282131661442,26.075596764393918,25.65136119971787,4953.828107575757,66.98580602887435,8.620689655172415,23.77152184466324,15.310279182833174,2040.512349999999,27.59186663493496,0.4702194357366771,27.073073362343155,27.697765553398632
inst_ZJ_400_10,475,952,413718,true,4,12.0,100.0,500.0,3128456.8466425003,13194,8359,4360,0,340.23355,340.24219999999997,285,80,10,0,2739012.9562108326,12.448434148919901,100.0,2,0.29999999999999716,0.4006938426723793,3.580298051394493,0.05040997712580993,1.5016903844641873,29.28055092625023,21.397698269676702,1720,1084,161,0,1.34565,17,3788,287,79,10,0,2738989.2442658334,12.449192092729309,-8.657113120040343E-4,39.578947368421055,2,0.29999999999999716,0.4006938426723793,3.314369696267022,0.04666575189465477,10.755813953488373,29.522797774631634,21.44521269546747,2491.3981191222583,32.3423787402931,14.011627906976743,28.979683612896068,13.417774494924256,146.34964708642656,1.1661382212697953,0.5813953488372093,29.506922364750242,20.908918883896753
inst_ZJ_400_6,489,980,429176,true,4,12.0,100.0,500.0,3226589.7110825027,16631,8481,7637,24,332.4608,332.4661,313,79,6,0,2889975.3225383325,10.432512921862568,100.0,1,0.2666666666666586,0.0,17.080574942152452,0.24049154002542425,1.2699789369347045,27.92336143313291,22.02467287641183,1728,1033,206,0,2.572566666666667,19,5722,313,79,6,0,2889975.3225383363,10.432512921862452,1.2890387919263978E-13,35.991820040899796,1,0.2666666666666586,0.0,17.080574942187013,0.24049154002594927,11.574074074074074,27.81252014795863,21.867598405467,3020.692177419356,36.509921623417036,16.78240740740741,26.965119721995293,14.164710170793446,369.9480182295247,3.967449667754737,0.3472222222222222,28.048673188329783,22.292725246542833
inst_ZJ_400_7,401,804,205647,true,4,12.0,50.0,500.0,2621751.5754475016,2169,1148,618,2,275.8343666666667,275.83490000000006,259,50,14,0,2389058.2525733355,8.875490914292598,100.0,3,0.5666666666666652,0.2185812841434033,24.202990868765482,0.33891860333449897,7.409502262443439,24.514301767325286,20.25354525040338,800,289,110,0,0.6386833333333333,9,554,259,50,14,0,2389058.2525733337,8.87549091429267,-7.796566480639971E-14,35.411471321695764,3,0.5666666666666652,0.2185812841434033,24.20299086873638,0.3389186033340914,16.0,24.525585987793832,20.1558905794247,1730.9000000000005,22.85000824186596,10.5,24.597551765731886,15.550672551681123,324.59338946293065,3.585679123913225,3.0,24.950845777225723,19.7341085010038
inst_ZJ_400_8,402,806,207209,true,4,12.0,50.0,500.0,2625525.916387499,1926,1070,444,10,272.05313333333334,272.05351666666667,281,50,7,0,2409735.59768583,8.21893691297391,100.0,3,0.3277777777777781,0.2507396465865947,61.4348325976116,0.8710256480444325,7.742782152230971,26.95295503587166,22.317420703054133,750,274,74,0,0.507,8,396,281,50,7,0,2409735.5976858325,8.21893691297382,9.662082590200627E-14,30.09950248756219,3,0.3277777777777781,0.2507396465865947,61.43483259764798,0.8710256480449483,15.466666666666667,27.090180307470085,22.213788613289495,4004.704322338712,48.14631214505207,8.0,25.853377690359945,13.76828163189728,1589.8649675000015,19.114054080535936,2.4,27.919498681113012,24.296935135590157
inst_ZJ_400_9,408,818,303293,true,4,12.0,100.0,500.0,2652889.8882025024,9979,6486,3078,7,276.70275000000004,276.70515000000006,252,63,10,0,2359192.6148000024,11.070842959166244,100.0,0,0.0,0.0,3.948240325335064,0.05323230855242342,1.9747152857590637,27.929411397048455,18.730851332893067,1361,825,128,0,1.3355,15,2481,252,63,10,0,2359192.6148,11.070842959166333,-9.869081574486344E-14,38.23529411764706,0,0.0,0.0,3.94824032530596,0.05323230855199424,13.152094048493755,27.83647356718493,18.270263679330544,2607.7517613636337,30.585086490421702,16.09110947832476,27.55254558779373,12.253431024916717,146.10523499999908,1.2726249540529961,1.2490815576781777,27.867271652855024,18.39082235504216
